X,Y,OBJECTID,GIS_ID,GIS_FeatureKey,CulturalResourceCategory,NAICSCde,NAICSDef,Description,Organization,Location,URL,AssociatedHistoricFigures,AssociatedPublications,Buildings,Bridges,Cemeteries,CivicPublic,Forts,HistoricFigures,HeritageDistricts,HeritagePlaques,Military,Monuments,ReligiousRitual,Streets,Municipal,Provincial,Federal,LastEditDate
477463.4302,4763391.8837,172,61,Masonville Crescent and Court,Cultural Heritage,712120,Historic and Heritage Sites,"North. Runs south from Sunnyside Drive.
Crossroads encourage taverns. Peter McMartin opened one in 1850 at the corner of the Proof Line Road (later Richmond Street) and the fifth Concession (present-day Fanshawe Park Road). A hamlet grew there, which beca",London Heritage Council,Masonville Crescent and Court,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480392.904,4757530.5003,173,62,McClary Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"South. A dead-end avenue running west from Wellington Street.
At 53 McClary Avenue sits Beacon Lodge, built in 1864 for John McClary (1829-1921), owner of a stove works that was the largest employer in London from the 1890s to the 1940s. Across the street",London Heritage Council,McClary Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479927.8073,4759387.4648,174,63,McCormick Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"East. Runs north/south between Dundas Street and the Canadian Pacific Railway.
For almost ninety years, the large white factory at the corner of McCormick Boulevard and Dundas Street East has been churning out cookies, crackers, and candy. Built in 1914, ",London Heritage Council,McCormick Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
476850.5397,4763098.5186,175,64,McStay Road,Cultural Heritage,712120,Historic and Heritage Sites,"Masonville. Runs east/west between Shavian Boulevard and Hillside Drive.
The McStays share a history with many families who left Ireland in the first decade of the nineteenth century for Madison County, New York, and later moved north to London Township. ",London Heritage Council,McStay Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
484849.5241,4756784.1201,176,65,Meadowlily Road,Cultural Heritage,712120,Historic and Heritage Sites,"Southeast. Runs north/south from Hamilton Road to Commissioners Road, east of Highbury Avenue.
Meadowlily Road brought farmers to the Meadow Lily Mills, the ruins of which can still be seen on the north side of the Thames River, east of the road. It is un",London Heritage Council,Meadowlily Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479117.3729,4759904.0377,177,66,Mill Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs east/west between Richmond Street and Talbot Street.
Around 1832, Thomas Waters purchased land from John Stiles and built grist and sawmills on English�s (later Carling) Creek where it joined the Thames River north of the village. The thick ",London Heritage Council,Mill Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
478216.8816,4758966.2685,178,67,Mount Pleasant,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs east/west from Wilson Avenue to Riverside Drive.
In 1874, some prominent businessmen formed a voluntary association to establish a non-denominational public cemetery west of the city. Mount Pleasant Cemetery opened in a park-like setting in 187",London Heritage Council,Mount Pleasant Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
472748.6114,4761243.4993,179,68,Nortth Rutledge Park,Cultural Heritage,712120,Historic and Heritage Sites,"North. Runs west from Hyde Park Road.
Hyde Park�s first side street was opened in 1967 and named Routledge Street after Thomas and Elizabeth Routledge, the village�s founders, who settled there in the summer of 1818 from Bewcastle, Cumberland County, Engl",London Heritage Council,North Rutledge Park,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
478497.4888,4758491.2315,180,69,O'Brien Street,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs southeast/northwest from Riverview Avenue to the Thames River.
Born in 1792 at Fermoy, Cork County, Ireland, Dennis O�Brien came to Upper Canada by way of the United States in 1820. In 1826, with the establishment of London as the administrati",London Heritage Council,O'Brien Street,http://www.londonheritage.ca ,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
482718.1146,4761829.6196,181,70,Paardeberg Crescent,Cultural Heritage,712120,Historic and Heritage Sites,"East. Runs east from Rhine Avenue.
The Battle of Paardeberg, February 18-27, 1900, marked a turning point for British fortunes in the South African (Boer) War. The attack was part of a strategy developed by a new British commander-in-chief, Frederick Slei",London Heritage Council,Paardeberg Crescent,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480635.2994,4759909.6377,182,71,Palace Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs north/south from Princess Avenue to Central Avenue.
The area around Palace Street was surveyed and subdivided into building lots in 1851 by Samuel Peters Junior. Palace Street is named after the Crystal Palace, which was located in Hyde Park",London Heritage Council,Palace Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479927.8073,4759387.4648,183,72,Peter(s) Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs north/south from Queens Avenue to Dufferin Avenue.
Samuel Peters Sr. (c. 1790-1864), who once owned land in the area of Peter Street, was born in Merton, Devonshire, England. He immigrated to London, Upper Canada (Ontario), with his wife and",London Heritage Council,Peter(s) Street,http://www.londonheritage.ca,Samuel Peters Jr.,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
484341.1517,4753449.3142,184,73,Pond Mills Road,Cultural Heritage,712120,Historic and Heritage Sites,"Southeast. Runs north/south between Southdale Road and Com-
missioners Road.
In the early nineteenth century, a small rural community developed in Westminster Township around a mill built near two kettle lakes that had been formed by retreating glaciers s",London Heritage Council,Pond Mills Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
477185.272,4759142.8477,185,74,Proudfoot Lane,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs northwest/southeast from Beaverbrook Avenue across Oxford Street to the continuation of Beaverbrook Avenue.
The Reverend William Proudfoot (1788-1851) was a Scottish preacher and teacher who immigrated to Upper Canada in 1832 with his wife, Iso",London Heritage Council,Proudfoot Lane,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
475884.2443,4760574.3011,186,75,Ranson Drive and Sleighthome Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"Northwest. Ranson Drive links Middlewoods Crescent and Heathcote Avenue. Sleightholme runs north/south from Sarnia Road to Rolling-wood Circle.
The Orchard Park subdivision recalls the Sleight family�s acres of apple trees. Ranson Drive passes the 1940s h",London Heritage Council,Ranson Drive and Sleightholme Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
476970.2582,4763819.9587,187,76,Richmond Street,Cultural Heritage,712120,Historic and Heritage Sites,"A major north/south road beginning at the bridge over the south branch of the Thames, passing through city centre, northern neighbourhoods, across the north branch of the Thames, and up through Middlesex and Huron Counties (until recently Highway 4).
Rich",London Heritage Council,Richmond Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
486367.0516,4764030.1986,188,77,Robin's HIll Road,Cultural Heritage,712120,Historic and Heritage Sites,"Northeast. Runs east/west from Huron Street to Middlesex Road 27.
Despite a name that conjures up an image of spring birds, Robin�s Hill Road has a more prosaic origin. Its namesake is Robin�s Hill Cemetery, a pioneer burial ground opened in 1830 by the S",London Heritage Council,Robin's Hill Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479370.6847,4752769.5753,189,78,Roe Street,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs north/south off Dowell Road, west of White Oak Road.
Fire ignited the Sterling Boot and Shoe factory in the early morning of January 6, 1904. Firefighters from the central fire hall on King Street responded to the call. On arrival they found t",London Heritage Council,Roe Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
473009.3441,4756870.4378,190,79,Sanatorium Road,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs north/south from Oxford Street to the Byron Bridge.
At the turn of the century, tuberculosis, a disease of the respiratory system, was the leading cause of death in Ontario. Organizations were formed to build facilities, known as sanatoria, for",London Heritage Council,Sanatorium Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479927.8073,4759387.4648,191,80,Sandy Sommerville Drive and Place,Cultural Heritage,712120,Historic and Heritage Sites,"West. RiverBend. Sandy Somerville Drive is located north of Kains Road and skirts the RiverBend Golf Course.
RiverBend, located west of Byron, includes a private eighteen-hole golf course combined with various types of living accommodations across the riv",London Heritage Council,Sandy Sommerville Place and Drive,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479794.3178,4758341.789,192,81,Simcoe Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs east/west from Hamilton Road to Talbot Street.
John Graves Simcoe (1752-1806) was the founder of London and arguably the city�s most significant historical figure. Simcoe�s energetic service as a regimental commander during the American Revo",London Heritage Council,Simcoe Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480139.9131,4758019.8537,193,82,South Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs east/west from the south branch of the Thames River to Adelaide Street.
In 1905, City Council received a petition to change South Street�s name to Ottaway Avenue, in honour of Lillian Ottaway, wife of Adam Beck and a dedicated volunteer for ",London Heritage Council,South Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479927.8073,4759387.4648,194,83,South Wenige Road,Cultural Heritage,712120,Historic and Heritage Sites,"North. Runs south from Sunningdale Road.
George Wenige (1874-1952) the former London mayor who holds the record for most election victories, has had a hard time holding onto a street. His first election win was in 1923, shortly after he finished building ",London Heritage Council,Saveigne Street,http://www.londonhertiage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
476101.7458,4756813.4476,195,84,Springbank Drive,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs east/west from Wharncliffe Road, to the intersection of Base Line Road and Commissioners Road. 
About 1845, Charles Coombs purchased McEwen�s grist mill, known as the Spring Mill, roughly where Storybook Gardens is today. It was powered by spri",London Heritage Council,Springbank Drive,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
483647.878,4757684.1418,196,85,St. Julien Street,Cultural Heritage,712120,Historic and Heritage Sites,"Southeast. Runs north/south from the south branch of the Thames River to Trafalgar Street.
In the twenty-first century, few would remember the connection between a Canadian park and street and a small Belgian village northeast of Ypres. The village of St.",London Heritage Council,St. Julien Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
478611.9805,4758348.6894,197,86,Stanley Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs east/west from Westminster Bridge to Wharncliffe Road.
Stanley Street was named for Edward Stanley (1799-1869), Colonial Secretary in 1833-34 and 1841-45. He was a man of great influence, deciding where regiments were stationed and who recei",London Heritage Council,Stanely Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
478988.1408,4761869.9862,198,87,Steele Street,Cultural Heritage,712120,Historic and Heritage Sites,"Broughdale. Runs west from Waterloo Street across Patricia Street and ends in a cul-de-sac.
In 1905, Anthony Steels, master builder, bought eight acres on the west side of Waterloo Street in the community of Brough�dale, (see BROUGH�DALE AVE) where he bui",London Heritage Council,Steele Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
484525.8649,4759364.501,199,88,Stevenson Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"East. Runs north from Trafalgar Street and east from Hale Street.
Dr. Hugh Allan Stevenson, a well-known London physician, made a name for himself in the community through his profession, his philanthropic endeavours, and his political life. He served on ",London Heritage Council,Stevenson Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
477642.0642,4744178.8244,200,89,Tempo Road,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs north/south from Littlewood Drive to Colonel Talbot Road.
The hamlet of Tempo once flourished at the corner of Tempo and Colonel Talbot Roads. Mr. Abraham Ramey opened the first post office in June 1864, but the hamlet was named by a resident,",London Heritage Council,Tempo Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479247.6221,4758485.6064,201,90,Thames Street,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs north/south from Horton Street to King Street.
One of London�s earliest streets, Thames Street, was named for its proximity to the Thames River. And, thanks to its propensity to flood in earlier times, the river was occasionally part of the ",London Heritage Council,Thames Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
475404.4201,4762942.486,202,91,Toohey Lane,Cultural Heritage,712120,Historic and Heritage Sites,"North. Runs south off Ambleside Drive.
On the evening of June 24, 1898, an escaped convict from Georgetown, Texas jumped off an eastbound freight onto the tracks near Waterloo Street. He assaulted a night watchman who challenged him and fled toward Ontari",London Heritage Council,Toohey Lane,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
477675.8301,4759075.7215,203,92,Tozer Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs east/west between Woodward Avenue and Upper Avenue.
Leonard Tozer (1893-1945) was the owner of the Shell service station at the corner of Mount Pleasant Avenue and Wharncliffe Road North in 1937 when it was swamped by the Thames River flood. Ar",London Heritage Council,Tozer Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480623.365,4757695.3371,204,93,Watson Street,Cultural Heritage,712120,Historic and Heritage Sites,"South. A dead end street running east from Wellington Road.
George Watson, a carpenter from England, immigrated to Canada in 1833 with his wife, Margaret. In 1843, he held the position of town carpenter and maintained London�s wooden sidewalks. He bought ",London Heritage Council,Watson Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
485912.0223,4760672.9331,205,94,Wavell Street,Cultural Heritage,712120,Historic and Heritage Sites,"East. Runs east/west between Hale Street and Dundas Street.
Archibald Wavell was born into a military family and, by age eighteen, was commissioned an officer in the British Army. He served in the Boer War and the First World War, losing his left eye at t",London Heritage Council,Wavell Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
482876.4355,4763215.1184,206,95,Webster Street,Cultural Heritage,712120,Historic and Heritage Sites,"Northeast. Runs north/south from Huron Street, east of Highbury Avenue, to Kilally Road.
The Webster family were English Wesleyan Methodists descended from a soldier in Cromwell�s army who settled in County Wicklow, Ireland. They were deeply loyal to the ",London Heritage Council,Webster Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
479161.1237,4761407.5728,207,96,Wellington Gardens,Cultural Heritage,712120,Historic and Heritage Sites,"Enters the development from Wellington Street between Regent Street and Victoria Street.
Each May during the 1950s, The London Free Press would announce the opening of what was once the most popular private garden in London. Thousands would take the oppor",London Heritage Council,Wellington Gardens,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480479.7315,4757935.5794,208,97,Wellington Street and Wellington Road,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs north/south from Huron Street to St. Thomas. 
Arthur Wellesley, 1st Duke of Wellington (1769-1852) was arguably the greatest nineteenth-century British hero, the only other contender being Admiral Horatio Nelson, who died at the battle of Tr",London Heritage Council,Wellington Street and Wellington Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
481676.5897,4756661.9505,209,98,Westminister Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs north/south between Base Line Road and Thompson Road.
Two threads of London�s history, the pioneer and the military, come together in Westminster Avenue. Shortly before the War of 1812, United Empire Loyalists, Americans, and families from the",London Heritage Council,Westminister Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480721.5273,4757524.0477,210,99,Weston Street,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs east/west from Wellington Road to Fairview Avenue.
Weston Street is one of London�s most researched streets. This is due mainly to the keenly focused interest of the late London artist Greg Curnoe.
Greg Curnoe and his family moved into 38 West",London Heritage Council,Weston Street,http://www.londonheritage.ca,Greg Curnoe,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
476963.8072,4751766.7411,211,100,Wharncliffe Road,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs north/south from Lambeth, ending near the north branch of the Thames.
Colonel Thomas Talbot commissioned Mahlon Burwell to survey the Wharncliffe Highway in the summer of 1824, two years before the town plot of London was laid out. Strategicall",London Heritage Council,Wharncliffe Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
477645.7386,4765082.5412,212,101,Whisker Street,Cultural Heritage,712120,Historic and Heritage Sites,"North. Runs north from Chambers Avenue.
Street names in London�s suburbs have traditionally been the purview of developers who are often seeking to convey a particular image for the street or to commemorate people and places. Sifton Properties Limited, on",London Heritage Council,Whisker Street,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480465.9977,4748227.8421,213,102,White Oak Road,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs north/south from Southdale Road to the County Line.
This South London road was named after the former hamlet of White Oak, once located at the corner of White Oak Road and Concession 4 (now Dingham Drive) in Westminster Township. The first pos",London Heritage Council,White Oak Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
478793.2282,4758934.5269,214,103,Wilson Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs north/south from Riverside Drive to Blackfriars Street.
The municipality of London West was amalgamated with the city in 1898 during the term of Mayor John D. Wilson, a popular and public-spirited physician. He had entered the mayor�s race t",London Heritage Council,Wilson Avenue,http://www.londonheritage.ca,John Wilson,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
485149.6488,4752942.8765,215,104,Wilton Grove,Cultural Heritage,712120,Historic and Heritage Sites,"South. Runs east/west from Wellington Road to the city limits. 
Now in an industrial suburb of South London, this road once passed only farms on its way through the rural neighbourhood of Wilton Grove. The centre of this hamlet was near the intersection o",London Heritage Council,Wilton Grove,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
477831.8231,4762662.0899,216,105,Windermere Road,Cultural Heritage,712120,Historic and Heritage Sites,"North. Runs east/west from the Thames River east of Adelaide Street to the Medway Valley west of Ryerse Road.
Windermere Road is named after the first of several estates built by wealthy Londoners along its sylvan length. Daniel S. Perrin, a manufacturer ",London Heritage Council,Windermere Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480889.0487,4760576.2937,217,106,Wolseley Avenue,Cultural Heritage,712120,Historic and Heritage Sites,"Central. Runs north/south between McMahen Street and Piccadilly Street.
Garnet Joseph, First Viscount Wolseley and Honorary Colonel of the Royal Canadian Regiment from 1899 until his death in 1913, was born in Ireland in 1833. He entered the army as an en",London Heritage Council,Wolseley Avenue,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
480138.8329,4742954.1098,218,107,Wonderland Road,Cultural Heritage,712120,Historic and Heritage Sites,"West. Runs north/south from Highway 7 to Elgin County Road 22.
In May 1935, the Wonderland Summer Gardens opened and quickly became a popular place for indoor and outdoor dancing, swimming, and fine dining. Run by brothers Charles and Wilford Jones, some ",London Heritage Council,Wonderland Road,http://www.londonheritage.ca,,London Street Names,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2015/05/05 00:00:00+00
481669.5748,4759809.2503,219,108,The Aeolian Hall,Cultural Spaces and Facilities,711111,Theatre (Except Musical) Companies,"""The Aeolian believes that the arts can enlighten, inspire, and transform, and  is, 
therefore, committed to building a better community through involvement in the 
arts. Our Heritage building, nationally recognized for its acoustics, is a multi-
discipli",London Heritage Council,795 Dundas St. E.,http://www.aeolian.ca,,,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,2015/05/05 00:00:00+00
480894.4357,4759573.7687,220,109,Bishop Cronyn Memorial Church,Cultural Spaces and Facilities,813110,Religious Organizations,"""Bishop Cronyn Memorial Church dedicated in memory of the first bishop of the Anglican diocese of Huron, completed in 1873 and until their disbanding the garrison church of the Royal Canadian Regiment.  The colours of the regiment and the WWI and WWII mem",London Heritage Council,442 William St.,http://www.cronyn.ca,,,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,2015/05/05 00:00:00+00
477139.779,4755930.556,221,110,Brick Street Cemetery,Cultural Heritage,812220,Cemeteries,"""This Ontario Heritage Site served the earliest pioneer families of Westminster Township and is one of the oldest cemeteries in the area. Begun in 1813, its oldest remaining stones date back to 1819. The years 2010 and 2011 mark the bicentennial of the ar",,370 Commissioners Rd.,,,,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,N,2015/05/05 00:00:00+00
479578.4145,4759257.048,222,111,St. Paul's Cathedral,Cultural Spaces and Facilities,813110,Religious Organizations,"""St. Paul's Cathedral is the mother church of the Anglican Diocese of Huron in London, Ontario, Canada.

St. Paul�s Cathedral is a venerable old church at the heart of downtown London, Canada.  With a long tradition of stirring worship and social outreach",,472 Richmond St.,www.stpaulscathedral.on.ca,,,Y,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,2015/05/05 00:00:00+00
